# q:-1.000000e+00, m:1.000000e+00, N:480 - x,px,py,pz,w
1.981505616923341222e+02 2.393852453502195443e-01 -1.331776576242504136e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.608978963378651486e+02 -4.002373904266769145e-02 7.343420482639473335e-03 0.000000000000000000e+00 1.963495408493620871e-03
2.048594174475859404e+02 -1.069969800727658960e-01 -3.050489480786972712e-03 0.000000000000000000e+00 1.963495408493620871e-03
2.256796052473677321e+02 2.290235966894508257e-01 1.342278646241808898e-03 0.000000000000000000e+00 1.963495408493620871e-03
2.163190164546630569e+02 8.098731685814936077e-02 -1.672333571685814813e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.979659994237792375e+02 -7.136727843847019692e-02 1.195902343869867900e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.909824093993316012e+02 -4.463176905132219818e-02 -6.450590499659551117e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.934676172851047795e+02 6.989742643544319400e-02 -6.418401386876219005e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.999812457139454409e+02 7.162758050557319067e-02 -1.408830621539254981e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.935506481739115259e+02 -1.659842583861592669e-02 -5.913946626493889972e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.899349337443281911e+02 -9.623082448238504116e-02 -6.902145719749001439e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.904607487427033732e+02 -4.211029927549617136e-02 4.461875460138814767e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.860992864602095835e+02 1.094942577068417355e-01 1.660872311471895454e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.858159136066178121e+02 8.891632142905959990e-02 2.322661843084734574e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.914173469369048348e+02 1.175660606298714606e-01 -7.247728610679603613e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.899961961548487466e+02 -6.624367791499005675e-02 2.684001264493399500e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.886510289860937064e+02 -1.533451914325844045e-01 -2.215354565838336743e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.887091320087949669e+02 -1.621311781968743371e-01 6.511214666788890573e-04 0.000000000000000000e+00 1.963495408493620871e-03
