# q:1.000000e+00, m:1.836000e+03, N:480 - x,px,py,pz,w
1.885930740240667660e+02 -1.631809377810657491e+00 7.490886990599909595e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.887346273901676739e+02 -1.479057045357834443e+00 8.496604915577041749e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.890232770514766116e+02 -1.084253449703072025e+00 1.019277892035487651e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.891658551709142841e+02 -9.030998554190998728e-01 1.085642873562130562e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.894466565734066705e+02 -5.870663630656549614e-01 1.148145720050994679e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.895848115590100065e+02 -4.523448755429442247e-01 1.150539304790985755e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.898581009465237059e+02 -2.180161138422320732e-01 1.146789645766050064e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.899943379087328026e+02 -1.102829992018079242e-01 1.136857397013162595e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.902659586860224863e+02 8.241042957448541095e-02 1.078582589696475916e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.904011906367418590e+02 1.634987834524651851e-01 1.045068557256786631e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.906700251813196019e+02 2.844564915644351988e-01 1.023680045893760483e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.908032935432970874e+02 3.170981019227985254e-01 1.032296633021718632e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.910673776097090411e+02 3.312364670739740835e-01 1.078072746694747281e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.911980914855191713e+02 3.156089404854542924e-01 1.120653148249488307e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.914578802121459091e+02 2.572951630528925726e-01 1.259890011242102790e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.915876588505341260e+02 2.266916469307637128e-01 1.346407251118772463e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.918473467653934108e+02 1.702248023416865763e-01 1.524658250225438593e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.919774418493476276e+02 1.485382681951453732e-01 1.609989853341599244e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.922378802766569095e+02 1.118871072807083034e-01 1.753366297358845138e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.923680220304599970e+02 9.211512950960837331e-02 1.814344374916768057e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.926282958196124753e+02 5.383372393299014347e-02 1.924462753355354275e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.927585354670328570e+02 3.853787680173255403e-02 1.971615471561793433e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.930192535267656808e+02 1.556473884481186787e-02 2.043452056261284115e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.931497367410629238e+02 7.504157169980391756e-03 2.069557300251347737e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.934109438055036208e+02 -1.863161587287660240e-03 2.106970105312736506e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.935416518793912530e+02 -3.299070550988857271e-03 2.112289370278119197e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.938032580888826999e+02 -1.206450926087515889e-03 2.075436786825298873e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.939341340466695556e+02 1.151601572689797855e-03 2.034467503378830679e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.941960124303496684e+02 7.194165729788971203e-03 1.911690009020869732e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.943269933868027124e+02 9.973510038310332004e-03 1.826990219319408679e-03 0.000000000000000000e+00 1.963495408493620871e-03
