# q:-1.000000e+00, m:1.000000e+00, N:480 - x,px,py,pz,w
2.494662215784680370e+02 4.680442322730163363e-01 -3.072320504284998654e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.646681210232764840e+02 9.526554403345630084e-02 -2.306763718692510755e-04 0.000000000000000000e+00 1.963495408493620871e-03
2.054422662164049029e+02 -2.307508076284181878e-04 -4.008202219365063212e-03 0.000000000000000000e+00 1.963495408493620871e-03
2.415040491479236096e+02 1.179829477070549471e-01 1.625386911053780959e-03 0.000000000000000000e+00 1.963495408493620871e-03
2.288213376859467587e+02 -2.504237222719820494e-02 -1.413249432873053477e-03 0.000000000000000000e+00 1.963495408493620871e-03
1.968060459129970354e+02 1.263171437167122206e-02 5.875098416435492899e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.895138417243533979e+02 -3.001928424691412134e-02 -5.508167491936446017e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.966311659852524940e+02 1.639108606373630012e-02 5.314966634670990854e-04 0.000000000000000000e+00 1.963495408493620871e-03
2.396004785438938711e+02 4.423649826850456490e-01 -1.122938852747759207e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.945729889332688174e+02 1.123243415389396371e-01 5.730722406206836339e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.902481902737180235e+02 2.510593813754142742e-02 -5.023668059454264659e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.902573276663472086e+02 1.817584203826514908e-02 5.231507858551901705e-04 0.000000000000000000e+00 1.963495408493620871e-03
2.162996148944129970e+02 1.391834021890615944e-05 -3.594723245542746264e-04 0.000000000000000000e+00 1.963495408493620871e-03
2.022879528927933279e+02 5.820559848791174995e-02 5.800830174822911231e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.982118326714440286e+02 1.778709724188476046e-02 -4.079827354203620707e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.893859303233035121e+02 -3.898198726374137169e-02 4.411832930458137918e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.986701273129942820e+02 1.148503096905961057e-01 -3.791243329661681980e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.984070570183215239e+02 2.412796733381855907e-01 5.345035290955954359e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.907364836628204614e+02 6.312086432135928515e-02 -3.941172999942961497e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.877037442507605647e+02 -6.424346253731264000e-02 4.052475109159054669e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.970500175575104151e+02 9.562724457874907658e-02 -4.479443816786325260e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.914942719656867212e+02 1.211474759624422276e-01 4.821797180899688954e-04 0.000000000000000000e+00 1.963495408493620871e-03
