# q:1.000000e+00, m:1.836000e+03, N:480 - x,px,py,pz,w
1.886930354836717925e+02 -2.348866601512034080e-01 -2.694052000467180852e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.888252275509510980e+02 -1.976582010665508538e-01 -2.268386158495411253e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.890897831126447954e+02 -1.065441381070959259e-01 -1.291867871872946494e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.892216732118734797e+02 -7.172700966631412323e-02 -7.568644594540946402e-02 0.000000000000000000e+00 1.963495408493620871e-03
1.894846344457523344e+02 -2.741915246278075341e-02 3.560384401011579270e-02 0.000000000000000000e+00 1.963495408493620871e-03
1.896157224346636099e+02 -1.890313024221354499e-02 9.179002417234699562e-02 0.000000000000000000e+00 1.963495408493620871e-03
1.898774307723503227e+02 -1.819338931144899585e-02 1.999489698149832240e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.900082893140521492e+02 -1.765083461372901272e-02 2.504954281958308715e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.902700484303463213e+02 -1.506336373587618786e-02 3.393250920603929632e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.904009474596436746e+02 -1.311028167134017410e-02 3.763745734411065857e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.906627655608281771e+02 -8.493227915048992202e-03 4.315363881813383817e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.907936684158070477e+02 -6.371864903180778951e-03 4.489117428975032409e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.910554665908563550e+02 -2.320685141250697185e-03 4.607570258973799904e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.911863654861057853e+02 -2.742588705683737804e-04 4.551221643773700753e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.914481643833783266e+02 3.921199143853394686e-03 4.203796305006107237e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.915790633042558966e+02 6.022382379693377169e-03 3.918314406602580457e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.918408614018050002e+02 1.028484900658694495e-02 3.142891505736545854e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.919717598684562461e+02 1.240947575242610720e-02 2.664559035667324327e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.922335570173975441e+02 1.670210660451873497e-02 1.566219609543612890e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.923644550210808575e+02 1.883446093609017491e-02 9.622395578302332664e-02 0.000000000000000000e+00 1.963495408493620871e-03
1.926262512490926326e+02 2.313118253913206551e-02 -3.007222796528657982e-02 0.000000000000000000e+00 1.963495408493620871e-03
1.927571487958405783e+02 2.526223649794102216e-02 -9.415631188817019659e-02 0.000000000000000000e+00 1.963495408493620871e-03
1.930189441026564054e+02 2.955419621880404912e-02 -2.180147955281519501e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.931498411918107365e+02 3.168535198168094535e-02 -2.760404960236452210e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.934116355751812080e+02 3.598512499035294576e-02 -3.783267317839655863e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.935425322044994516e+02 3.812635086389302985e-02 -4.211753135770271994e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.938043256575143971e+02 4.245766915288179399e-02 -4.854738429346943107e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.939352218221104067e+02 4.462015141397904228e-02 -5.060802780998693295e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.941970143335540513e+02 4.900111234601153831e-02 -5.213363615296821019e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.943279100280946068e+02 5.118943979548946921e-02 -5.158529917011336341e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.945897015885051928e+02 5.561940855607519496e-02 -4.782152754891041413e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.947205968093124113e+02 5.782739568036190936e-02 -4.466841988333148383e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.949823874133319350e+02 6.228393593344871970e-02 -3.603288563235481634e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.951132821587343358e+02 6.449633766620779807e-02 -3.068078170037396024e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.953750718063557485e+02 6.894459198132288358e-02 -1.835296308118568864e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.955059660790587373e+02 7.114450641351127702e-02 -1.155782946931820238e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.957677547793507813e+02 7.555484517587038318e-02 2.678371450532013309e-02 0.000000000000000000e+00 1.963495408493620871e-03
1.958986485843666401e+02 7.773206864785736636e-02 9.914916981266963525e-02 0.000000000000000000e+00 1.963495408493620871e-03
1.961604363474330626e+02 8.209467058831290687e-02 2.392672979786013565e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.962913296891835842e+02 8.425094034756880346e-02 3.050455908693290308e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.965531165220076844e+02 8.858043917252339527e-02 4.213015726705704456e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.966840094024691439e+02 9.072733054155171506e-02 4.701844245578382653e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.969457953062017452e+02 9.505138448675140572e-02 5.440179551378596656e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.970766877246053923e+02 9.720205752510963082e-02 5.680131830186369024e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.973384726959109230e+02 1.015424663916673631e-01 5.869041042623813764e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.974693646502604736e+02 1.037029419979871581e-01 5.816387750683660318e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.977311486855185194e+02 1.080610846053048635e-01 5.411462974065639475e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.978620401749622886e+02 1.102256304184318081e-01 5.066123575117305045e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.981238232749136898e+02 1.145790578614392929e-01 4.113504674754290269e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.982547143015198117e+02 1.167320390743853686e-01 3.520657339902912852e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.985164964742312179e+02 1.210443131946028761e-01 2.151363037182943139e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.986473870444705199e+02 1.231676590406543537e-01 1.395050438202367071e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.989091683061812432e+02 1.274067247449345297e-01 -1.919124705380459428e-02 0.000000000000000000e+00 1.963495408493620871e-03
1.990400584286179821e+02 1.294895877006836393e-01 -9.997783266137766356e-02 0.000000000000000000e+00 1.963495408493620871e-03
1.993018387965373108e+02 1.336455957850489207e-01 -2.566214578758959641e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.994327284791783370e+02 1.356905278122546576e-01 -3.302838777117151903e-01 0.000000000000000000e+00 1.963495408493620871e-03
1.996945079673534167e+02 1.397807280466845103e-01 -4.607715100820070075e-01 0.000000000000000000e+00 1.963495408493620871e-03
