# q:-1.000000e+00, m:1.000000e+00, N:480 - x,px,py,pz,w
2.184962506837033516e+02 6.499974423339122120e-01 -8.104134041776303371e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.600858025789151213e+02 4.825834601622306860e-03 -1.179509333216814844e-03 0.000000000000000000e+00 1.963495408493620871e-03
2.068813404938085228e+02 2.756311980636815678e-02 -4.257065588410748058e-03 0.000000000000000000e+00 1.963495408493620871e-03
2.297383905117581833e+02 2.177614392735262028e-01 1.232453790005736283e-03 0.000000000000000000e+00 1.963495408493620871e-03
2.218172164757649796e+02 2.786018903575780969e-01 -1.731606649366370255e-03 0.000000000000000000e+00 1.963495408493620871e-03
2.002111222744592851e+02 -6.695005774236575946e-02 4.297091186911078473e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.919942127769851652e+02 -8.391332902959669493e-02 -6.462887712428313884e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.991476859739295833e+02 -4.501844818402877396e-02 3.640304649576911597e-04 0.000000000000000000e+00 1.963495408493620871e-03
2.135124247540161946e+02 3.413096867556516534e-01 -4.896789173262606435e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.955834672458386478e+02 -5.440761331496582476e-02 5.299008692359695851e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.909514815114359862e+02 -4.845341753525942569e-02 -5.532497054748139985e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.917993029000092804e+02 -7.224033728513994113e-02 4.328984048665367006e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.949848567396304304e+02 1.297485650603349971e-01 -4.423745090534450574e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.928081759774938746e+02 8.375986010495387046e-02 4.288454236633806003e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.989339470719996257e+02 -2.374190879677811825e-02 -5.895821486469728307e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.914278355344326314e+02 -5.274893720916110085e-02 3.739566940597064586e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.877698974798742029e+02 9.431777028744940672e-02 -3.731384478959079345e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.868608694546848881e+02 4.138734662135071241e-02 5.803963625237194357e-04 0.000000000000000000e+00 1.963495408493620871e-03
1.906268882082943321e+02 -3.243176162340153518e-02 -4.269756761632590748e-04 0.000000000000000000e+00 1.963495408493620871e-03
